Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,MoSold,YrSold,SaleType,SalePrice,totalSF,psf
275,20,Residential(LD),68,8842,Edwards,Single-family Detached,1Story,5,6,1954,1954,381.0,992,0,992,3,6,1,2010,Oth,155891,1373.0,113
2024,50,Residential(LD),60,8850,Brookside,Single-family Detached,1.5Fin,6,7,1920,1950,768.0,752,624,1376,3,7,2,2007,WD ,165000,2144.0,76
68,20,Floating Village,92,9215,Somerset,Single-family Detached,1Story,7,5,2009,2010,1218.0,1218,0,1218,2,4,4,2010,New,204500,2436.0,83
1910,70,Residential(LD),79,9480,North Ames,Single-family Detached,2Story,5,7,1942,1995,728.0,888,756,1644,3,7,6,2007,WD ,146500,2372.0,61
381,20,Residential(LD),82,11880,Northwest Ames,Single-family Detached,1Story,7,5,1978,1978,1271.0,1601,0,1601,3,7,4,2009,COD,157000,2872.0,54
1323,70,Residential(MD),60,10800,Old Town,Single-family Detached,2Story,7,7,1890,1999,1313.0,1313,1182,2495,5,10,12,2008,WD ,184000,3808.0,48
2432,60,Residential(LD),60,7861,Gilbert,Single-family Detached,2Story,6,5,2002,2003,783.0,807,702,1509,3,7,6,2006,WD ,183200,2292.0,79
777,20,Residential(LD),72,11616,Sawyer,Single-family Detached,1Story,5,5,1962,1962,1092.0,1092,0,1092,3,6,9,2009,WD ,139000,2184.0,63
1107,60,Residential(LD),96,10542,Northridge,Single-family Detached,2Story,7,5,1993,1994,1311.0,1325,1093,2418,3,9,8,2008,WD ,341000,3729.0,91
30,160,Residential(MD),21,1680,Briardale,Townhouse Inside Unit,2Story,6,5,1971,1971,483.0,483,504,987,2,5,2,2010,COD,96000,1470.0,65
282,20,Residential(MD),80,8546,Edwards,Single-family Detached,1Story,4,5,2003,2004,1121.0,1121,0,1121,2,5,3,2010,WD ,140000,2242.0,62
188,20,Residential(MD),90,7407,Old Town,Single-family Detached,1Story,6,7,1957,1996,912.0,1236,0,1236,2,6,4,2010,WD ,149700,2148.0,69
2356,20,Residential(LD),78,10140,Northwest Ames,Single-family Detached,1Story,5,6,1975,1975,1056.0,1074,0,1074,3,6,7,2006,WD ,153500,2130.0,72
1554,20,,80,14584,Iowa DOT and Rail Road,Single-family Detached,1Story,1,5,1952,1952,0.0,733,0,733,2,4,2,2008,WD ,13100,733.0,17
1464,60,Residential(LD),65,8158,College Creek,Single-family Detached,2Story,7,5,2003,2003,884.0,884,884,1768,3,8,7,2008,WD ,224900,2652.0,84
2469,20,Floating Village,62,7500,Somerset,Single-family Detached,1Story,7,5,2005,2005,1257.0,1266,0,1266,3,6,4,2006,WD ,176000,2523.0,69
1834,50,Residential(LD),85,10678,Northridge,Single-family Detached,1.5Fin,8,5,1992,2000,1683.0,2129,743,2872,4,9,4,2007,WD ,285000,4555.0,62
1779,20,Residential(LD),49,15256,Somerset,Single-family Detached,1Story,8,5,2007,2007,1485.0,1464,0,1464,3,6,8,2007,WD ,282922,2949.0,95
2569,60,Residential(LD),88,14200,North Ames,Single-family Detached,2Story,7,6,1966,1966,924.0,1216,941,2157,4,8,5,2006,WD ,226000,3081.0,73
2334,60,Residential(LD),82,12438,Stone Brook,Single-family Detached,2Story,8,5,2006,2006,1234.0,1264,1312,2576,4,10,7,2006,New,361919,3810.0,94
2330,60,Residential(LD),59,16023,Stone Brook,Single-family Detached,2Story,9,5,2005,2006,1398.0,1414,1384,2798,3,11,3,2006,New,457347,4196.0,108
2119,20,Residential(LD),155,20064,Clear Creek,Single-family Detached,1Story,8,6,1976,1976,966.0,1743,0,1743,0,5,5,2007,WD ,279000,2709.0,102
988,20,Residential(LD),75,9819,Mitchell,Single-family Detached,1Story,6,5,1977,1977,1567.0,1567,0,1567,2,5,5,2009,WD ,196000,3134.0,62
382,20,Residential(LD),80,10400,Northwest Ames,Single-family Detached,1Story,7,5,1976,1976,1090.0,1370,0,1370,3,6,6,2009,WD ,152000,2460.0,61
670,90,Residential(LD),91,11643,North Ames,Duplex,2Story,5,5,1969,1969,1248.0,1338,1296,2634,6,12,8,2009,WD ,200000,3882.0,51
2760,20,Residential(LD),78,11645,College Creek,Single-family Detached,1Story,8,5,2005,2006,1570.0,1590,0,1590,2,6,8,2006,New,294900,3160.0,93
543,20,Residential(LD),61,7328,Sawyer West,Single-family Detached,1Story,7,5,2008,2009,1450.0,1450,0,1450,2,6,2,2009,New,224243,2900.0,77
2835,50,Residential(LD),72,7822,Edwards,Single-family Detached,1.5Fin,6,3,1915,1950,832.0,846,492,1338,3,7,5,2006,WD ,92000,2170.0,42
1735,60,Residential(LD),65,9018,Gilbert,Single-family Detached,2Story,7,5,2007,2007,728.0,728,728,1456,3,8,7,2007,New,179540,2184.0,82
448,20,Residential(LD),103,13472,Northridge Heights,Single-family Detached,1Story,10,5,2003,2003,2392.0,2392,0,2392,3,8,6,2009,WD ,386250,4784.0,80
2287,180,Residential(MD),42,1533,Meadow Village,Townhouse Inside Unit,SLvl,4,5,1970,1970,530.0,530,462,992,2,4,7,2007,WD ,106500,1522.0,69
524,60,Floating Village,85,11003,Somerset,Single-family Detached,2Story,10,5,2008,2008,1017.0,1026,981,2007,3,10,4,2009,WD ,310000,3024.0,102
1767,60,Residential(LD),83,10790,Northridge,Single-family Detached,2Story,7,5,1998,1998,1066.0,1108,1277,2385,4,8,5,2007,WD ,252000,3451.0,73
2206,75,Residential(LD),53,7128,Crawford,Single-family Detached,2.5Unf,7,5,1941,1950,918.0,918,728,1646,4,7,8,2007,WD ,164000,2564.0,63
1740,60,Residential(LD),64,7713,Gilbert,Single-family Detached,2Story,7,5,2007,2007,728.0,728,728,1456,3,7,7,2007,New,177594,2184.0,81
199,50,Residential(MD),52,6240,Brookside,Single-family Detached,1.5Fin,5,7,1936,1980,528.0,548,492,1040,2,5,5,2010,WD ,123900,1568.0,79
2214,70,Residential(LD),86,22420,Crawford,Single-family Detached,2Story,6,6,1918,1950,1370.0,1370,1254,2624,4,10,11,2007,WD ,239000,3994.0,59
323,20,Residential(LD),85,15300,Mitchell,Single-family Detached,1Story,5,5,1965,1977,1068.0,1264,0,1264,2,7,6,2010,WD ,169000,2332.0,72
2421,120,Residential(LD),61,3196,Bloomington Heights,Townhouse End Unit,1Story,7,5,2003,2004,1374.0,1557,0,1557,2,7,10,2006,WD ,234000,2931.0,79
952,85,Residential(LD),72,9360,Mitchell,Single-family Detached,SFoyer,6,7,1977,1977,957.0,1287,0,1287,2,5,11,2009,WD ,173000,2244.0,77
24,20,Residential(LD),70,11241,North Ames,Single-family Detached,1Story,6,7,1970,1970,1004.0,1004,0,1004,2,5,3,2010,WD ,149000,2008.0,74
1139,20,Residential(LD),81,9260,Sawyer West,Single-family Detached,1Story,7,5,2007,2007,1162.0,1162,0,1162,3,6,3,2008,WD ,170000,2324.0,73
518,20,Floating Village,90,7993,Somerset,Single-family Detached,1Story,7,5,2008,2009,1436.0,1436,0,1436,3,6,10,2009,New,225000,2872.0,78
1390,20,Residential(LD),94,9239,Sawyer,Single-family Detached,1Story,5,8,1963,2003,960.0,960,0,960,3,6,5,2008,WD ,144900,1920.0,75
277,20,Residential(LD),60,10044,Edwards,Single-family Detached,1Story,5,6,1968,1968,1196.0,1196,0,1196,3,6,6,2010,WD ,144000,2392.0,60
54,120,Residential(LD),43,3182,Bloomington Heights,Townhouse End Unit,1Story,8,5,2004,2005,1256.0,1269,0,1269,2,6,4,2010,WD ,192000,2525.0,76
649,20,Residential(LD),60,7626,North Ames,Single-family Detached,1Story,5,8,1952,2005,1031.0,1031,0,1031,2,5,3,2009,WD ,145500,2062.0,70
2600,50,Residential(LD),60,7008,Old Town,Single-family Detached,1.5Fin,4,8,1900,1998,448.0,448,272,720,1,5,3,2006,WD ,86900,1168.0,74
617,20,Residential(LD),128,12160,North Ames,Single-family Detached,1Story,6,4,1953,1953,1505.0,1505,0,1505,2,6,2,2009,WD ,149500,3010.0,49
2209,30,Residential(LD),50,6305,Crawford,Single-family Detached,1Story,5,7,1938,1950,920.0,954,0,954,2,5,6,2007,WD ,119750,1874.0,63
2814,60,Residential(LD),68,8846,College Creek,Single-family Detached,2Story,6,5,2005,2006,750.0,750,750,1500,3,6,8,2006,New,173900,2250.0,77
2542,20,Residential(LD),69,10659,North Ames,Single-family Detached,1Story,5,6,1961,1961,1050.0,1050,0,1050,3,6,1,2006,COD,136500,2100.0,65
2323,160,Residential(LD),68,13108,Stone Brook,Single-family Detached,2Story,8,5,1994,1994,2062.0,2079,608,2687,4,9,12,2006,WD ,270000,4749.0,56
1393,20,Residential(LD),78,13500,Clear Creek,Single-family Detached,1Story,6,7,1960,1975,1602.0,1252,0,1252,1,4,3,2008,WD ,235000,2854.0,82
490,80,Residential(LD),62,7750,Gilbert,Single-family Detached,SLvl,7,5,1999,2000,384.0,774,656,1430,3,7,3,2009,WD ,156000,1814.0,85
542,20,Residential(LD),60,12450,Sawyer West,Single-family Detached,1Story,5,5,2003,2004,1114.0,1114,0,1114,3,6,6,2009,WD ,153000,2228.0,68
973,120,Residential(MD),59,4500,Mitchell,Townhouse End Unit,1Story,6,5,1999,1999,1224.0,1224,0,1224,2,5,6,2009,WD ,165000,2448.0,67
1012,60,Residential(LD),77,11198,Stone Brook,Single-family Detached,2Story,9,5,2005,2007,1122.0,1134,1370,2504,4,11,6,2008,WD ,325000,3626.0,89
2218,190,Residential(LD),79,6221,Crawford,Two-family_Conversion,1.5Fin,5,5,1941,1950,728.0,760,595,1355,3,5,10,2007,WD ,140000,2083.0,67
2033,80,Residential(MD),120,13200,Iowa DOT and Rail Road,Single-family Detached,SLvl,6,6,1963,1963,741.0,1497,797,2294,5,9,4,2007,WD ,202500,3035.0,66
1071,120,Residential(LD),65,8769,Northridge Heights,Townhouse End Unit,1Story,9,5,2008,2008,1702.0,1702,0,1702,1,7,10,2008,New,367294,3404.0,107
1583,80,Residential(LD),85,10200,Timberland,Single-family Detached,SLvl,6,5,1988,1989,1461.0,1509,0,1509,3,5,8,2008,WD ,175000,2970.0,58
2858,70,Residential(LD),60,9550,Crawford,Single-family Detached,2Story,7,5,1915,1970,756.0,961,756,1717,3,7,2,2006,WD ,140000,2473.0,56
2265,20,Residential(LD),42,10331,Timberland,Single-family Detached,1Story,7,7,1985,1985,1265.0,1240,0,1240,3,6,7,2007,WD ,174000,2505.0,69
1088,80,Residential(LD),59,9587,Gilbert,Single-family Detached,SLvl,7,5,2005,2005,856.0,1166,0,1166,2,5,7,2008,WD ,190000,2022.0,93
698,70,Residential(MD),90,9900,Old Town,Single-family Detached,2Story,5,8,1910,2002,504.0,764,700,1464,3,7,3,2009,WD ,129000,1968.0,65
1896,20,Residential(LD),102,22002,North Ames,Single-family Detached,1Story,6,7,1959,1991,1592.0,1652,0,1652,3,6,7,2007,WD ,200000,3244.0,61
628,60,Residential(LD),100,13000,North Ames,Single-family Detached,2Story,6,6,1968,1968,896.0,1182,960,2142,4,8,6,2009,WD ,193500,3038.0,63
1212,20,Residential(LD),75,8250,North Ames,Single-family Detached,1Story,6,7,1964,1964,1092.0,1092,0,1092,3,6,7,2008,WD ,145000,2184.0,66
2864,50,Residential(LD),81,8170,Crawford,Single-family Detached,1.5Fin,7,7,1929,1950,1022.0,1122,549,1671,4,7,2,2006,WD ,218000,2693.0,80
2740,20,Residential(LD),80,12048,Edwards,Single-family Detached,1Story,5,6,1952,2002,0.0,1488,0,1488,3,7,4,2006,WD ,135000,1488.0,90
2560,20,Residential(LD),89,10858,North Ames,Single-family Detached,1Story,5,6,1952,1952,1444.0,1624,0,1624,2,6,7,2006,WD ,146500,3068.0,47
1716,120,Residential(LD),61,7577,Northridge Heights,Townhouse End Unit,1Story,6,5,2005,2006,1362.0,1362,0,1362,2,6,6,2007,WD ,194700,2724.0,71
1130,20,Floating Village,62,7500,Somerset,Single-family Detached,1Story,7,5,2007,2008,1218.0,1218,0,1218,2,6,4,2008,New,230348,2436.0,94
201,30,Residential(MD),51,6120,Old Town,Single-family Detached,1Story,6,5,1923,1950,1124.0,1068,0,1068,2,5,3,2010,WD ,109500,2192.0,49
2886,20,Residential(LD),69,23580,Mitchell,Single-family Detached,1Story,6,6,1979,1979,1625.0,1625,0,1625,3,6,9,2006,WD ,242500,3250.0,74
2328,160,Residential(LD),44,5306,Stone Brook,Townhouse End Unit,2Story,7,7,1987,1987,1064.0,1064,703,1767,2,5,6,2006,WD ,239000,2831.0,84
2583,20,Residential(LD),70,8092,North Ames,Single-family Detached,1Story,6,8,1954,2000,1050.0,1050,0,1050,3,6,6,2006,WD ,156000,2100.0,74
1206,20,Residential(LD),77,8593,North Ames,Single-family Detached,1Story,4,6,1957,1957,907.0,907,0,907,3,5,7,2008,WD ,109008,1814.0,60
2242,50,Residential(MD),64,11067,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,2,4,1939,1950,0.0,640,0,845,1,4,3,2007,WD ,68104,845.0,80
1105,60,Residential(LD),75,11929,Northridge,Single-family Detached,2Story,8,7,1995,1995,1242.0,1251,1250,2501,4,9,6,2008,WD ,290000,3743.0,77
121,20,Residential(LD),90,9900,North Ames,Single-family Detached,1Story,5,5,1966,1966,1209.0,1209,0,1209,3,6,4,2010,ConLD,159000,2418.0,65
1223,70,Residential(LD),50,4882,Brookside,Single-family Detached,2Story,4,7,1937,1950,348.0,453,453,906,2,5,9,2008,WD ,87000,1254.0,69
265,20,Residential(LD),79,11423,College Creek,Single-family Detached,1Story,8,5,2001,2002,1581.0,1601,0,1601,3,6,5,2010,WD ,272000,3182.0,85
2813,20,Residential(LD),65,8772,College Creek,Single-family Detached,1Story,7,5,2005,2006,1336.0,1336,0,1336,3,6,9,2006,New,198000,2672.0,74
1294,50,Residential(MD),63,7628,Old Town,Single-family Detached,1.5Fin,4,6,1940,1985,801.0,1095,561,1656,2,8,5,2008,WD ,119164,2457.0,48
2745,20,Residential(LD),77,8335,Edwards,Single-family Detached,1Story,5,5,1954,1954,0.0,1124,0,1124,3,5,4,2006,WD ,93000,1124.0,82
1094,60,Residential(LD),71,8220,Gilbert,Single-family Detached,2Story,7,5,2000,2001,982.0,1008,884,1892,3,8,7,2008,WD ,226750,2874.0,78
651,190,Residential(LD),107,10615,Old Town,Two-family_Conversion,2Story,3,5,1900,1970,978.0,1014,685,1699,3,7,8,2009,WD ,95000,2677.0,35
198,50,Residential(MD),50,6000,Brookside,Single-family Detached,1.5Fin,6,7,1948,1950,780.0,780,636,1416,3,6,3,2010,WD ,139900,2196.0,63
131,30,Residential(LD),55,5350,Brookside,Single-family Detached,1Story,3,2,1940,1966,728.0,1306,0,1306,3,6,5,2010,WD ,76500,2034.0,37
1258,30,Residential(LD),60,5400,Old Town,Single-family Detached,1Story,4,7,1940,2005,672.0,672,0,672,2,4,7,2008,WD ,86900,1344.0,64
1599,20,Residential(LD),86,17979,Mitchell,Single-family Detached,1Story,5,6,1968,1968,1113.0,1160,0,1160,3,6,2,2008,WD ,152500,2273.0,67
1508,20,Residential(LD),68,9520,Edwards,Single-family Detached,1Story,4,5,1953,1953,911.0,930,0,930,2,5,5,2008,WD ,99000,1841.0,53
615,30,Residential(LD),50,5330,Brookside,Single-family Detached,1Story,4,7,1940,1950,420.0,708,0,708,2,5,12,2009,WD ,82500,1128.0,73
1815,120,Residential(LD),50,8012,Sawyer West,Townhouse End Unit,1Story,6,5,1992,1992,1575.0,1575,0,1575,2,5,7,2007,WD ,179200,3150.0,56
2712,20,Residential(LD),75,9000,Sawyer,Single-family Detached,1Story,5,6,1966,1966,1059.0,1059,0,1059,3,6,6,2006,WD ,142500,2118.0,67
2051,20,Residential(LD),62,14299,Sawyer,Single-family Detached,1Story,4,3,1964,1964,1005.0,1005,0,1005,3,5,7,2007,WD ,115400,2010.0,57
1863,60,Floating Village,62,7050,Somerset,Single-family Detached,2Story,7,5,2001,2001,1057.0,1057,872,1929,3,7,5,2007,WD ,226000,2986.0,75
2510,160,Floating Village,30,3180,Somerset,Townhouse End Unit,2Story,7,5,2005,2005,600.0,520,600,1200,2,4,4,2006,WD ,144152,1800.0,80
1069,60,Residential(LD),112,16451,Northridge Heights,Single-family Detached,2Story,8,5,2003,2003,1765.0,1804,886,2690,4,9,7,2008,WD ,370000,4455.0,83
336,20,Residential(LD),76,12887,Mitchell,Single-family Detached,1Story,5,7,1984,1984,833.0,833,0,833,2,5,4,2010,WD ,149900,1666.0,89
2417,60,Residential(LD),105,15578,Gilbert,Single-family Detached,2Story,6,5,2006,2006,728.0,728,728,1456,3,8,5,2006,New,172785,2184.0,79
1962,20,Residential(LD),60,7200,North Ames,Single-family Detached,1Story,5,8,1950,2002,864.0,864,0,864,3,5,7,2007,WD ,129000,1728.0,74
372,20,Residential(LD),48,17043,Northwest Ames,Single-family Detached,1Story,6,5,1979,1998,1362.0,1586,0,1586,3,7,1,2009,WD ,181000,2948.0,61
2578,80,Residential(LD),125,10000,North Ames,Single-family Detached,SLvl,5,6,1956,1956,1058.0,1370,0,1370,3,6,2,2006,WD ,148000,2428.0,60
2824,20,Residential(LD),75,8050,Edwards,Single-family Detached,1Story,6,5,2002,2002,914.0,914,0,914,2,4,4,2006,WD ,117250,1828.0,64
471,120,Residential(LD),43,3182,Bloomington Heights,Townhouse End Unit,1Story,7,5,2005,2006,1373.0,1555,0,1555,2,7,5,2009,WD ,192500,2928.0,65
1544,160,Residential(MD),24,1950,Bluestem,Townhouse Inside Unit,2Story,6,6,1980,1980,716.0,716,840,1556,3,6,7,2008,COD,151000,2272.0,66
2141,20,Residential(LD),70,7700,College Creek,Single-family Detached,1Story,5,5,1972,1972,882.0,882,0,882,3,5,3,2007,WD ,112500,1764.0,63
2008,30,Residential(LD),98,8731,Brookside,Single-family Detached,1Story,5,5,1920,1950,915.0,1167,0,1167,3,6,5,2007,WD ,144000,2082.0,69
1075,120,Residential(LD),89,8232,Northridge Heights,Townhouse End Unit,1Story,9,5,2007,2008,1800.0,1800,0,1800,2,6,6,2008,New,370967,3600.0,103
34,160,Residential(LD),24,2280,Northpark Villa,Townhouse Inside Unit,2Story,6,6,1975,1975,855.0,855,601,1456,3,6,6,2010,WD ,149900,2311.0,64
847,60,Residential(LD),68,8935,College Creek,Single-family Detached,2Story,7,5,2002,2002,831.0,831,829,1660,3,7,7,2009,WD ,195000,2491.0,78
1629,80,Residential(LD),63,9125,Gilbert,Single-family Detached,SLvl,7,5,1992,1992,384.0,812,670,1482,3,7,7,2007,WD ,163900,1866.0,87
2073,20,Residential(LD),77,11075,Clear Creek,Single-family Detached,1Story,6,5,1984,1984,1190.0,1522,0,1522,3,7,2,2007,WD ,182000,2712.0,67
960,20,Residential(LD),113,13438,Timberland,Single-family Detached,1Story,9,5,2008,2008,2190.0,2036,0,2036,3,9,7,2009,WD ,410000,4226.0,97
955,20,Residential(LD),82,11070,Mitchell,Single-family Detached,1Story,5,5,1991,1991,1582.0,1595,0,1595,2,5,4,2009,COD,152000,3177.0,47
2476,60,Residential(LD),65,7800,Sawyer West,Single-family Detached,2Story,7,5,2005,2005,891.0,891,795,1686,3,8,4,2006,WD ,184000,2577.0,71
1590,90,Residential(MD),78,7060,Mitchell,Duplex,SFoyer,7,5,1997,1998,1344.0,1344,0,1344,2,8,11,2008,WD ,206300,2688.0,76
2913,90,Residential(LD),80,11836,Mitchell,Duplex,1Story,5,5,1970,1970,1652.0,1652,0,1652,4,8,3,2006,WD ,146500,3304.0,44
149,50,Residential(LD),60,8382,North Ames,Single-family Detached,1.5Fin,4,5,1956,1956,832.0,832,505,1337,3,5,2,2010,WD ,108000,2169.0,49
2525,80,Residential(LD),102,10192,Northwest Ames,Single-family Detached,SLvl,7,6,1968,1992,570.0,1222,698,1920,4,8,9,2006,WD ,170000,2490.0,68
1470,120,Residential(MD),53,4426,College Creek,Townhouse End Unit,1Story,6,5,2004,2004,848.0,848,0,848,1,3,2,2008,WD ,145000,1696.0,85
412,120,Residential(LD),24,2280,Northpark Villa,Townhouse Inside Unit,1Story,7,5,1975,1975,1057.0,1055,0,1055,2,4,8,2009,WD ,123000,2112.0,58
1399,120,Residential(LD),56,2887,Clear Creek,Single-family Detached,1Story,6,5,1996,1997,1291.0,1291,0,1291,2,6,11,2008,WD ,173000,2582.0,67
183,30,Residential(MD),60,8520,Old Town,Single-family Detached,1Story,6,8,1928,2003,624.0,720,0,720,2,5,5,2010,WD ,105900,1344.0,78
974,180,Residential(MD),21,1596,Meadow Village,Townhouse Inside Unit,SLvl,4,5,1973,1973,462.0,526,462,988,2,5,11,2009,WD ,91000,1450.0,62
930,50,Residential(LD),78,15600,Crawford,Single-family Detached,1.5Fin,5,7,1949,2005,1067.0,986,537,1523,3,7,10,2009,WD ,158000,2590.0,61
881,60,Residential(LD),65,9313,College Creek,Single-family Detached,2Story,7,5,2004,2004,864.0,864,864,1728,3,7,4,2009,WD ,190000,2592.0,73
1180,120,Residential(LD),22,11064,Veenker,Townhouse End Unit,1Story,8,5,1995,1995,1230.0,1239,0,1239,1,4,8,2008,WD ,217500,2469.0,88
1553,50,Residential(MD),75,9000,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,5,5,1958,1958,1151.0,1151,804,1955,4,7,1,2008,WD ,165500,3106.0,53
928,70,Residential(LD),75,12000,Crawford,Single-family Detached,2Story,7,7,1941,1950,704.0,860,704,1564,3,7,7,2009,WD ,174500,2268.0,76
1512,80,Residential(LD),62,7692,Edwards,Single-family Detached,SLvl,4,6,1954,1954,416.0,1204,0,1204,3,6,11,2008,WD ,100000,1620.0,61
3,20,Residential(LD),81,14267,North Ames,Single-family Detached,1Story,6,6,1958,1958,1329.0,1329,0,1329,3,6,6,2010,WD ,172000,2658.0,64
2140,20,Residential(LD),75,9675,College Creek,Single-family Detached,1Story,5,6,1975,1975,864.0,879,0,879,3,5,9,2007,Con,120000,1743.0,68
553,20,Residential(HD),60,8400,Sawyer West,Single-family Detached,1Story,4,4,1950,1950,721.0,841,0,841,2,4,9,2009,WD ,82000,1562.0,52
2594,50,Residential(LD),50,7500,North Ames,Single-family Detached,1.5Fin,6,6,1947,1950,784.0,900,412,1312,3,6,10,2006,WD ,127000,2096.0,60
1314,75,Residential(MD),60,9600,Old Town,Single-family Detached,2.5Unf,6,5,1917,1950,735.0,1134,924,2058,3,8,4,2008,WD ,129500,2793.0,46
366,120,Residential(LD),63,5814,Stone Brook,Townhouse End Unit,1Story,8,5,1984,1984,1220.0,1360,0,1360,1,4,8,2009,COD,187500,2580.0,72
1462,20,Residential(LD),89,14860,College Creek,Single-family Detached,1Story,8,5,2002,2003,1778.0,1786,0,1786,3,6,6,2008,WD ,300000,3564.0,84
2541,60,Residential(LD),79,14803,Northwest Ames,Single-family Detached,2Story,6,5,1971,1971,825.0,1097,896,1993,4,8,6,2006,WD ,190000,2818.0,67
2088,50,Residential(LD),50,7550,Edwards,Single-family Detached,1.5Fin,4,5,1920,1950,951.0,986,376,1362,4,7,3,2007,WD ,96000,2313.0,41
527,60,Floating Village,65,8125,Somerset,Single-family Detached,2Story,7,5,2006,2007,1092.0,1112,438,1550,2,7,10,2009,WD ,241000,2642.0,91
1824,20,Residential(LD),40,13673,Sawyer,Single-family Detached,1Story,5,5,1962,1962,1140.0,1696,0,1696,3,8,3,2007,WD ,143900,2836.0,50
2918,160,Residential(MD),21,1533,Meadow Village,Townhouse Inside Unit,2Story,4,5,1970,1970,546.0,546,546,1092,3,5,12,2006,WD ,87550,1638.0,53
49,120,Residential(LD),61,7658,Northridge Heights,Townhouse End Unit,1Story,9,5,2005,2005,1752.0,1752,0,1752,2,6,2,2010,WD ,319900,3504.0,91
2332,60,Residential(LD),63,12292,Stone Brook,Single-family Detached,2Story,9,5,2006,2006,1094.0,1102,1371,2473,4,11,7,2006,New,356383,3567.0,99
826,20,Residential(LD),122,11923,College Creek,Single-family Detached,1Story,9,5,2007,2007,1800.0,1800,0,1800,2,7,5,2009,WD ,239000,3600.0,66
1108,60,Residential(LD),91,10010,Northridge,Single-family Detached,2Story,7,5,1993,1994,1080.0,1108,1089,2197,4,9,7,2008,WD ,287500,3277.0,87
2041,50,Residential(MD),70,12358,Old Town,Single-family Detached,1.5Fin,5,6,1941,1950,720.0,854,0,1382,2,7,5,2007,WD ,128500,2102.0,61
57,60,Residential(LD),63,8577,Gilbert,Single-family Detached,2Story,7,5,2004,2004,847.0,847,886,1733,3,7,4,2010,WD ,185088,2580.0,71
520,20,Floating Village,72,8640,Somerset,Single-family Detached,1Story,7,5,2008,2008,1402.0,1402,0,1402,3,7,5,2009,WD ,229800,2804.0,81
2305,20,Residential(LD),62,10447,Mitchell,Single-family Detached,1Story,5,6,1984,1984,864.0,887,0,887,3,5,12,2007,WD ,124500,1751.0,71
2533,20,Residential(LD),80,9600,North Ames,Single-family Detached,1Story,5,5,1968,1968,1051.0,1051,0,1051,3,6,7,2006,WD ,142000,2102.0,67
2852,70,Residential(LD),69,4899,SW Iowa State University,Single-family Detached,2Story,6,8,1920,1950,755.0,755,755,1510,3,6,6,2006,WD ,149000,2265.0,65
